County,Name,Web Address,Physical Address,Phone Number,Email Address,Ages listed,Age categories,ABA Services (Yes or No),Early Intervention,Speech Therapy,Physical Therapy,Occupational Therapy,Community Transitions,Community Living,Parenting Education,Advocacy Support,IEP Support Services,In-School Services,Support Groups,Residential Services,Medical Provider,Hospital Treatments,Mentorship,Referrals,Other (List the other services)
Richmond,"Sandhills Children's Center, Inc.",http://sandhillschildrenscenter.org/,"108 Crow Run, Rockingham, NC 28379",910-997-7160 ,amoran@sandhillschildrenscenter.org,0-5,"Infants, toddler, preschoolers",no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,
Richmond,Talk With Specialists (Autism Society of North Carolina),https://www.autismsociety-nc.org/find-help/,,"910-864-2769, 919-865-5066","aperry@autismsociety-nc.org, mmaldonado@autismsociety-nc.org",,,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,"provides resources to help research/find out how to access IEPs, transistional programs, as well as residential programs for families"
Richmond,"Prancing Horse, Inc.",www.prancing-horse.org,"6100 Hoffman Rd, Hoffman NC 28347",,,,"""all who will benefit""",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"therapeutic horseback riding for children of active duty military, and veterans."
Richmond,Autism Society of North Carolina - Richmond County Chapter Meeting,https://www.facebook.com/groups/asnc.richmond,"108 Crow Run, Rockingham, NC 28379",,richmondchapter@autismsociety-nc.org,,"All (infants, toddlers, preschoolers, children, adolescents, adults)",no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,
Richmond,"Goodwin Psychological Services - GPS, LLC",https://www.goodwinpsychologicalservices.com/,"34 W Main Street, Suite D Hamlet, NC 28345",910-557-0044,goodwinpsychologicalservices@gmail.com,6+,"Children, adolescents, adults",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"individual, couples and family therapy, consultation for mental health services, psychological testing"
Richmond,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/  ,"10 Parker Lane, PO Box 4359 Pinehurst, NC 28374 (Suite 1)",910-295-3133,jean.frye@dhhs.nc.gov,0-3,"Infants, toddlers",yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,"assistive technlogy services/devices, nutrition services, psychological services, respite services, service coordination, social work services, special instruction, transportation/relatedcosts, vision services"
Robeson,Dorothy Spainhour Child Development Center,http://www.easterseals.com/NCVA/our-programs/childrens-services/dorothy-spainhour.html ,"223 Hull Rd. Fayetteville, NC 28303",910-483-7283,,0-5,"Infants, toddlers, preschool",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,
Robeson,Talk With Specialists (Autism Society of North Carolina),https://www.autismsociety-nc.org/find-help/,,"910-864-2769, 919-865-5066","aperry@autismsociety-nc.org, mmaldonado@autismsociety-nc.org",,,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,
Robeson,Autism Society of North Carolina - Robeson County Chapter Meeting,http://www.facebook.com/groups/asnc.robeson,"4904 Fayetteville Road, Suite A, Lumberton, NC 28358
",910-785-5473,,,,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,
Robeson,Stepping Stones ABA,https://steppingstonesaba.com/,"4929 Darcy Woods Lane, Fuquay-Varina, NC 27526",919-810-1459,rebecca@steppingstonesaba.com,,"Toddlers, preschoolers, children, adolescents, young adults",yes,yes,no,no,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,in- home ABA based therapy
Robeson,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/  ,"1211 Ireland Drive Fayetteville, NC 28304 (Suite A)",910-486-1605,jim.northrop@dhhs.nc.gov,0-3,"Infants, toddlers",yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,"assistive technlogy services/devices, nutrition services, psychological services, respite services, service coordination, social work services, special instruction, transportation/relatedcosts, vision services"
Rockingham,TEACCH - Greensboro Center," https://teacch.com/regional-centers/greensboro-teacch-center/ 
","925 Revolution Mill Drive, Suite 7 Greensboro, NC 27405",336-334-5773,vmatier@unc.edu,0+,"infants, toddlers, preschoolers, children, adolescents, adults",yes,yes,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no,no,yes,"educational consultation, professional training"
Rockingham,Rockingham County Schools Exceptional Children's Department,https://www.rock.k12.nc.us/exceptional-children ,"511 Harrington Highway Eden, NC 27288",336-627-2705 ,slellis@rock.k12.nc.us,5-18,"infants, toddlers, preschoolers, children, adolescents, teens",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,provides list of local resources for exceptional students in rockingham area
Rockingham,Autism Society - Rockingham County Chapter Meeting,www.facebook.com/groups/asnc.rockingham,"117 E Kings Hwy Eden, NC 27288",N/A,rockinghamchapter@autismsociety-nc.org,,,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,
Rockingham,The Arc of Rockingham County,"https://autismnow.org/local/the-arc-of-rockingham-county/
","PO Box 5223 Eden, NC 27289-5223        ",336-627-7565,sharonh1@centurylink.net,,,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,
Rockingham,Golden Earth Therapies ,"https://www.goldenearththerapies.com/
","1413 Freeway Drive Reidsville, NC 27320",336-520-4537,Contact form on page,,children,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,
Rockingham,Cardinal Innovations Healthcare,https://www.cardinalinnovations.org/,"650 Highland Avenue, Suite 130, Winston-Salem, NC 27101",336-714-9100,,,,no,yes,no,no,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no,no,"child/adolescent day treatment, aissistive tech/equipment, "
Rockingham,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/contact/cdsa,"122 N. Elm St., Suite 400 Greensboro, NC 27401","336-334-5601 
",N/A,0-3,"infants, toddlers, preschoolers",yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,"assistive technlogy services/devices, nutrition services, psychological services, respite services, service coordination, social work services, special instruction, transportation/relatedcosts, vision services"
Rowan,A Bridge to Achievement,https://abridgetoachievement.com,"Charlotte, 28203",336-560-7878,Info@abta-aba.com,0-19,"infants, toddlers, preschoolers, children, adolescents, young adult",yes,yes,no,no,no,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,
Rowan,Cabarrus Vocational Opportunities,http://www.cabarrusvocopp.org/index.html ,"107 Commercial Park Dr, Concord, NC 28027",704-793-1314,,18+,Adults,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,"supported employment, ADVP, day supports to improve self help/socialization/adaptive skills, Personal/social/community services, life skills class"
Rowan,Concord Children’s Developmental Services Agency (CDSA) ,https://beearly.nc.gov/,"1065 Vinehaven Drive Concord, NC 28025",704-786-9181 ,,0-3,"infants, toddlers",yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,"assistive technlogy services/devices, nutrition services, psychological services, respite services, service coordination, social work services, special instruction, transportation/relatedcosts, vision services"
Rowan,Rowan Vocational Opportunities ,http://www.rowanvocopp.org/,"2728 Old Concord Rd Salisbury NC, 28146",704-633-6223,,18+,adults,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,"supported employment, ADVP, day supports to improve self help/socialization/adaptive skills, Personal/social/community services, life skills class"
Rowan,Autism Society of North Carolina Rowan County Chapter Meeting,https://www.autismsociety-nc.org/events/rowan-county-chapter-meeting/,"217 S. Church St. Salisbury, NC 28144",704-894-9678,npopkin@autismsociety-nc.org,,,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,
Rowan,Cardinal Innovations Healthcare,https://www.cardinalinnovations.org/,"4855 Milestone Ave., Kannapolis, NC 28081",704-939-7590,,,,no,yes,no,no,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no,no,"child/adolescent day treatment, aissistive tech/equipment, "
Rowan,Saving Grace Farms,https://www.savinggracefarm.com/,"725 Jackson Road, Salisbury, NC 28146",704-209-6577,,,"children, adults",no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,"equine facilitated therapy tailored for the needs of special needs youth, veterans/ems workers, and individuals who have experienced trauma"
Rutherford,"Autism Society of NC, Rutherford County Chapter Meeting",https://www.facebook.com/groups/asnc.rutherford,"813 Piney Mountain Church Road Ellenboro, NC 28040
",,,,,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,
Rutherford,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/contact/cdsa,"1429 East Marion Street, Suite 5, Shelby, NC 28150",704-480-5440,N/A,0-3,"infants, toddlers, preschoolers",yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,"assistive technlogy services/devices, nutrition services, psychological services, respite services, service coordination, social work services, special instruction, transportation/relatedcosts, vision services"
Sampson,Dorothy Spainhour Child Development Center,http://www.easterseals.com/NCVA/our-programs/childrens-services/dorothy-spainhour.html ,"223 Hull Rd. Fayetteville, NC 28303",910-483-7283,,0-5,"Infants, toddlers, preschool",no,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,
Sampson,Talk With Specialists (Autism Society of North Carolina),https://www.autismsociety-nc.org/find-help/,,"910-864-2769, 919-865-5066","aperry@autismsociety-nc.org, mmaldonado@autismsociety-nc.org",,,no,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,
Sampson,Autism Society of North Carolina - Sampson County Chapter Meeting,http://www.facebook.com/groups/asnc.sampson,,,sampsonchapter@autismsociety-nc.org,,,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,
Sampson,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/  ,"1211 Ireland Drive Fayetteville, NC 28304 (Suite A)",910-486-1605,jim.northrop@dhhs.nc.gov,0-3,"Infants, toddlers",yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,"assistive technlogy services/devices, nutrition services, psychological services, respite services, service coordination, social work services, special instruction, transportation/relatedcosts, vision services"
Scotland,Talk With Specialists (Autism Society of North Carolina),https://www.autismsociety-nc.org/find-help/,,"910-864-2769, 919-865-5066","aperry@autismsociety-nc.org, mmaldonado@autismsociety-nc.org",,,no,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,
Scotland,Autism Society of North Carolina - Scotland County Chapter Meeting,https://www.facebook.com/groups/asnc.scotland,"312 W Church St, Laurinburg, NC 28352",,scotlandchapter@autismsociety-nc.org,,,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,
Scotland,Stepping Stones ABA,https://steppingstonesaba.com/,"4929 Darcy Woods Lane, Fuquay-Varina, NC 27526",919-810-1459,rebecca@steppingstonesaba.com,,"Toddlers, preschoolers, children, adolescents, young adults",yes,yes,no,no,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,in- home ABA based therapy
Scotland,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/  ,"10 Parker Lane, PO Box 4359 Pinehurst, NC 28374 (Suite 1)",910-295-3133,jean.frye@dhhs.nc.gov,0-3,"Infants, toddlers",yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,"assistive technlogy services/devices, nutrition services, psychological services, respite services, service coordination, social work services, special instruction, transportation/relatedcosts, vision services"
Stanly,A Bridge to Achievement,https://abridgetoachievement.com,"Charlotte, 28203",336-560-7878,Info@abta-aba.com,0-19,"infants, toddlers, preschoolers, children, adolescents, young adult",yes,yes,no,no,no,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,
Stanly,GHA Autism Support,https://www.ghaautismsupports.org/,"213 N. Second Street, Albemarle, NC 28001",704-982-9600,,,,no,yes,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,
Stanly,Brighter Day Theraplay House,https://www.facebook.com/brighterdaytheraplayhouse/about,"1323-B East Main St. Albemarle, NC 28001",704-983-5437,,0-21,"infants, toddlers, preschoolers, children, adolescents, young adults",no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,
Stanly,Monarch,https://www.monarchnc.org,"350 Pee Dee Avenue, Suite A Albemarle, NC 28001",866-272-7826,,3+,"preschoolers, children, adolescents, adults",no,no,no,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,no,no,no,"Compensatory Education, Day Activity, Developmental Therapy, Adult Day Vocational Program, Supported Employment, Innovations Community Networking, Innovations Day Supports, Innovations Personal Care, Innovations Community Living and Supports, Innovations Supported Employment, Personal Assistance, Developmental Therapy, Micro-enterprise, State-Funded Community Living and Supports, Community Living and Facility Supports"
Stanly,Albemarle Lions Club,https://www.e-clubhouse.org/sites/albemarlenc/,"P.O. Box 727 Albemarle, NC 28002",704-982-9185,,,,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,"volunteer program to serve the blind,  local and international youth, and communities recovering from natural disaster"
Stanly,Concord Children’s Developmental Services Agency (CDSA) ,https://beearly.nc.gov/,"1065 Vinehaven Drive Concord, NC 28025",704-786-9181 ,,0-3,"infants, toddlers",yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,"assistive technlogy services/devices, nutrition services, psychological services, respite services, service coordination, social work services, special instruction, transportation/relatedcosts, vision services"
Stanly,Cardinal Innovations Healthcare,https://www.cardinalinnovations.org/,"4855 Milestone Ave., Kannapolis, NC 28081",704-939-7590,,,,no,yes,no,no,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no,no,"child/adolescent day treatment, aissistive tech/equipment, "
Stokes,TEACCH - Greensboro Center," https://teacch.com/regional-centers/greensboro-teacch-center/ 
","925 Revolution Mill Drive, Suite 7 Greensboro, NC 27405",336-334-5773,vmatier@unc.edu,0+,"infants, toddlers, preschoolers, children, adolescents, adults",yes,yes,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no,no,yes,"educational consultation, professional training"
Stokes,The Children's Center,https://childrenscenternwnc.org/,"151 Jefferson Church Rd. King, NC 27021

",336-983-4026,,,,no,yes,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,"family counseling, at-risk youth intervention, The Cove Incentive Program"
Stokes,Autism Society - Stokes County Chapter Meeting,"www.facebook.com/groups/asnc.stokes
","3169 NC Highway 8 South Suite 200 Walnut Cove, NC 27052",N/A,stokeschapter@autismsociety-nc.org,,,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,
Stokes,Cardinal Innovations Healthcare,https://www.cardinalinnovations.org/,"650 Highland Avenue, Suite 130, Winston-Salem, NC 27101",336-714-9100,,,,no,yes,no,no,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no,no,"child/adolescent day treatment, aissistive tech/equipment, "
Stokes,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/contact/cdsa,"3325 Silas Creek Parkway, Winston-Salem, NC 27103",336-716-2372,N/A,0-3,"infants, toddlers, preschoolers",yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,"assistive technlogy services/devices, nutrition services, psychological services, respite services, service coordination, social work services, special instruction, transportation/relatedcosts, vision services"
Surry,TEACCH - Greensboro Center," https://teacch.com/regional-centers/greensboro-teacch-center/ 
","925 Revolution Mill Drive, Suite 7 Greensboro, NC 27405",336-334-5773,vmatier@unc.edu,0+,"infants, toddlers, preschoolers, children, adolescents, adults",yes,yes,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no,no,yes,"educational consultation, professional training"
Surry,Autism Society - Surry County Chapter Meeting," https://www.autismsociety-nc.org/events/surry-county-chapter-meeting-2/
","651 S. South St. Mount Airy, NC 27030
",N/A,N/A,,,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,
Surry,The Arc of Surry County,"https://autismnow.org/local/the-arc-of-surry-county/
","PO Box 724 Mount Airy, NC 27030-0724        ",336-368-5403,galasetti@triad.rr.com,,,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,"advocacy for people intellectual/developmental disabilities to identify and achieve educational, personal, and professional goals."
Surry,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/contact/cdsa,"3325 Silas Creek Parkway, Winston-Salem, NC 27103",336-716-2372,N/A,0-3,"infants, toddlers, preschoolers",yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,"assistive technlogy services/devices, nutrition services, psychological services, respite services, service coordination, social work services, special instruction, transportation/relatedcosts, vision services"
Swain,Appalachian Community Services,https://www.acswnc.com/,"100 Teptal Terrace Bryson City, NC 28713


",,,,"children, adults",yes,no,no,no,no,yes,no,no,yes,yes,no,yes,yes,yes,yes,no,no,
Swain,Head Start,http://www.foursquarecommunityactioninc.com/headstart.htm," 60 Old Almond School Road, Bryson City, NC, 28713",828-488-9756,,3-5,preschoolers,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,ealy childhood education with accomodations for mildly-severely developed children
Swain,Family Support Network of Region A,https://www.facebook.com/FamilySupportNetworkofRegionA," 87 Bonnie Lane Sylva, NC 28779
",,,,,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,
Swain,Southwestern Child Development Services,http://www.swcdcinc.org/,"52 Keener Cabin Road Cherokee, NC 28719",828-497-9033,,,,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,
Transylvania,"Autism Society of NC, Transylvania County Chapter Meeting",https://www.facebook.com/groups/asnc.transylvania,"212 S. Gaston St. Brevard, NC 28712",,,,,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,
Transylvania,Free Rein Center for Therapeutic Riding and Education,https://freereincenter.org/,"3460 Greenville Hwy, Brevard, NC 28712",828-883-3375,freereincenter@gmail.com,,"children, youth, adults",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"anti-bullying program, senior citizen therapeutic riding                                 "
Tyrell,Autism Society of North Carolina ,https://www.autismsociety-nc.org/,"100 E. Colonial Ave, Elizabeth City, NC 27909",252-335-1089,,0+,"Infants, toddler, preschool, children, adolescents, adults",no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,
Tyrell,TEACCH® Autism Program: Greenville Center,https://teacch.com/regional-centers/greenville-teacch-center/,"108-D West Fire Tower Road Winterville, NC 28590",252-830-3300,"jill_Scercy@med.unc.edu, sharonda_sutton-smith@med.unc.edu",0+,"Infants, toddler, preschool, children, adolescents, adults",yes,yes,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no,no,yes,"educational consultation, professional training"
Tyrell,Family Learning Center/Even Start,http://twpfc.org/information/family-resource-directory/,"PO Box 429, Roper, NC 27970",252-793-1327,info@tcpfw.org,0-12,"infants, toddler, preschool, children",no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,
Tyrell,Family Resource Center,http://twpfc.org/information/family-resource-directory/,"201-B Main Street, Columbia, NC 27925",252-793-1778,info@tcpfw.org,0+,"infants, toddler, preschool, children, adolescents, adults",no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,
Tyrell,Tyrrell-Washington Partnership for Children,https://twpfc.org/,"125-B West Water Street, Plymouth, NC 27962",,info@tcpfw.org,0-12,"infants, toddler, preschool, children",no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,
Tyrell,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/contact/cdsa,"1417 Parkview Drive, PO Box 189, Elizabeth City, NC 27909",252-338-4044,N/A,0-3,"infants, toddlers, preschoolers",yes,yes,yes,yes,yes,,no,yes,yes,yes,no,no,yes,yes,no,no,yes,"assistive technlogy services/devices, nutrition services, psychological services, respite services, service coordination, social work services, special instruction, transportation/relatedcosts, vision services"
Tyrell,Autism Society of Eastern NC Social Recreation Program Summer Day Camp,https://www.autismsociety-nc.org/wp-content/uploads/EASTERN-NC-SOCIAL-RECREATION-PROGRAM-FAQ-6-24-18.pdf ,"101 N Church St Richlands, NC 28574, 50 College Rd Bolivia, NC 28422, 705 S Kerr Avenue Wilmington, NC 28403, 113 Roberts Road, Newport, NC 28510,  4882 Reedy Branch Road, Winterville, NC 28590",252-658-3020,,4-22,"Preschool, children, adolescents, young adults",no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,
Tyrell,Integrated Family Services Mobile Crisis Management Services,http://www.integratedfamilyservices.net/services/mobile-crisis-management/,"312 S Academy Street P.O. Box 885 Ahoskie, NC 27910",252-209-0388,,0-12,"Infants, toddler, preschool, children",no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,mobile crisis
Union ,A Bridge to Achievement,https://abridgetoachievement.com,"Charlotte, 28203",336-560-7878,Info@abta-aba.com,0-19,"infants, toddlers, preschoolers, children, adolescents, young adult",yes,yes,no,no,no,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,
Union ,Charlotte Speech and Hearing Center,https://charlottespeechhearing.com/,"2661 West Roosevelt Blvd., Suite #103, Monroe, NC 28110",704-523-8027,info@CharlotteSpeechHearing.com,,,No,Yes ,Yes ,No,No,No,No,Yes ,Yes ,No,No,No,No,No,No,No,Yes ,
Union ,Essential Assessments & Behavioral Health,https://essentialhealthnc.com/,104-D Waxhaw Professional Park Dr. Waxhaw NC 28173,980-939-5099,,0+,"infants, toddlers, preschoolers, children, adolescents, adults",yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,"various assessments, "
Union ,InReach ,https://inreachnc.org/,"100 Winchester Avenue Monroe, NC 28110",704-536-6661,info@inreachnc.org,,"children, adolescents, adults",no,no,no,no,no,yes,yes,no,yes,no,yes,no,yes,no,no,no,yes,"day support, recreational classes, first in families, "
Union ,Pediatric Boulevard,https://pediatricboulevard.com,"2814 Gray Fox Road Indian Trail, NC 28079",704-821-0568,info@pediatricboulevard.com,0-20,"infants, toddlers, preschoolers, children, adolescents, young adults",no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no
Union ,The Little League Challenger Division,www.littleleague.org/media/challenger.htm,"Weddington, NC 28104",,,4-18,"preschoolers, children, adolescents",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,youth baseball league
Union,The Arc Union and Cabarrus County,http://www.thearcisthere.org/,"1653-C Campus Park Drive Monroe, NC 28112",704-261-1550,mmiller@thearcisthere.org,0+,"infants, toddlers, preschoolers, children, adolescents, adults",no,no,no,no,no,yes,no,yes,yes,yes,no,yes,no,yes,no,no,yes,"wings for all,sibshops, aktion"
Union,Concord Children’s Developmental Services Agency (CDSA) ,https://beearly.nc.gov/,"1065 Vinehaven Drive Concord, NC 28025",704-786-9181 ,,0-3,"infants, toddlers",yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,no,yes,no,no,yes,"assistive technlogy services/devices, nutrition services, psychological services, respite services, service coordination, social work services, special instruction, transportation/relatedcosts, vision services"
Union,Cardinal Innovations Healthcare,https://www.cardinalinnovations.org/,"4855 Milestone Ave., Kannapolis, NC 28081",704-939-7590,,,,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,
Union,Angelic Riders,http://www.angelicriders.org/,"820 Forest Hills School Rd North, Marshville, NC 28103",704-233-9277,Michael@angelicriders.org,3+,,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,
Union,Misty Meadows Mitey Riders,http://www.miteyriders.org/,"455 Providence Road South, Weddington, NC 28173",704-841-0602,ridewithus@miteyriders.org,5-18,,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,
Vance,Cardinal Innovations Healthcare Solutions,https://www.cardinalinnovations.org/,"134 S. Garnett Street Henderson, NC 27536",1-252-430-1330,,0+,"infants, toddler, preschool, children, adolescents, adults",no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,
Vance,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/contact/cdsa,"115 Market Street, Suite 201,Durham, NC 27701-3221",919-560-5600,N/A,0-3,"infants, toddlers, preschoolers",yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,no,yes,no,no,yes,"assistive technlogy services/devices, nutrition services, psychological services, respite services, service coordination, social work services, special instruction, transportation/relatedcosts, vision services"
Wake,Bowman Family Services,wakeforestcounselors.com,"1788 Heritage Center Dr 104, Wake Forest, NC 27587",919-556-6501,,0+,"infants, toddlers, preschoolers, children, adolescents, adults",yes,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,"art therapy, play therapy, workshops, testing, nutrition consulting, yoga"
Wake,"Now We're Talking Pediatric Therapy, Inc",http://nowweretalkingpt.com/,"130 Commerce Pkwy 111, Garner, NC 27529",919-359-1323,,,,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,
Wake,Destiny Counseling Connection,https://destinycounselingconnectionpllc.business.site/,"12450 Cleveland Rd #205, Garner, NC 27529",919-502-9361,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,specialty therapy services in most behavioral and mental health issues
Wake,Speech Play Inc.,https://speechplayinc.com/,"2023 Joelene Dr, Rocky Mount, NC 27803",252-883-7968,carol@speechplayinc.com,,,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,no,No,No,No,Yes,"community connections services, community guide services, supported employment"
Wake,Community Partnerships,https://www.communitypartnerships.org/,"3522 Haworth Drive, Raleigh, NC 27609",919-781-3616,,,"children, adults",no,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,"Brain injury support services, "
Wake,Behavioral Transformations,https://littleoaksaba.com/,,919-533-9438,info@behavioraltransformationsnc.com,,,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,"sensory art group, classroom readiness group, after school group ABA"
Wake,Priorities ABA,http://www.prioritiesaba.com/,"3737 Glenwood Ave. Suite 100 Raleigh, NC 27612",252-341-4192,,1.5+,"toddlers, preschoolers, children, adolescents, adults",yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no,teleABA services
Wake,The Cardinal Center for Behavior Analysis,http://www.thecardinalcenterforbehavioranalysis.com/,"956 West Chatham St Suite 100, Cary, NC 27511",919-234-1546,,4+,"preschoolers, children, adolescents, adults",yes,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,"group therapy, academic classroom program"
Wake,Autism Society of North Carolina,https://www.autismsociety-nc.org/,"5121 Kingdom Way, Suite 100, Raleigh, NC 27607",800-442-2762,,,,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,
Wake,Effective Intervention,https://effectiveinterventionsnc.com/,,910-688-3646,Info@EffectiveInterventionsNC.com,,,yes,yes,no,no,no,no,no,yes,no,yes,yes,no,yes,yes,no,no,no,
Wake,Pattern Behavioral Services,https://www.patternsbehavior.com/,"3739 National Dr Suite 110, Raleigh, NC 27612",919-502-4109,,,,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,"social skills group, school support"
Wake,Carolina Center for ABA and Autism Treatment,https://carolinacenterforaba.com/,"111 Mackenan Drive, Cary, NC 27511",919-371-2848,info@carolinacenterforaba.com,,,yes,yes,no,no,no,no,no,yes,no,yes,no,yes,no,yes,no,no,no,
Wake,The Psychoeducational Clinic at North Carolina State University,https://psychology.chass.ncsu.edu/school/psyed.php,"2310 Stinson Drive, Poe Hall, Suite 612, Raleigh, NC 27695",919-515-1713,theclinic@ncsu.edu,3-22,"Preschoolers, children, adolescents, young adults",no,no,no,no,no,no,no,no,no,no,no,no,no,.yes,no,no,no,clinic services provided through Department of psychology at NC State University.
